Route Number,Source,Destination,Container Size,Carrier,Travel Mode,Fixed Freight Cost,Port/Airport/Rail Handling Cost,Bunker/ Fuel Cost,Documentation Cost,Equipment Cost,Extra Cost,Warehouse Cost,Transit Duty,CustomClearance time (hours),Port/Airport/Rail Handling time (hours),Extra Time,Transit time (hours),Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
318,Shanghai Port,Wuxi Warehouse,7,DHL,Sea,382,493,211,117,133,50,59.73152074827054,9.29623451784442,45,24,1,189.16997742999024,0,0,1,0,1,0,0
319,Singapore Airport,Malaysia Port,67,DHL,Air,92,152,103,97,128,83,62.433697594250184,7.501486666703294,36,30,9,92.4307755309263,0,0,1,1,1,0,1
320,Wuxi Railway Station,Singapore Railway Station,34,Railway Authority,Sea,273,281,120,104,296,94,150.0704460617128,9.580252134610495,41,59,6,123.92975042809579,0,0,0,1,0,1,1
321,Wuxi Airport,Wuxi Railway Station,34,Evergreen,Air,469,322,202,86,110,131,194.38219633312255,9.759282586871905,70,64,1,201.8115785612817,1,0,1,1,0,1,1
322,Singapore Port,Shanghai Port,34,Railway Authority,Rail,432,268,274,140,140,50,107.37083710877388,1.303212620841188,55,27,5,236.03517431968123,1,0,0,0,1,0,1
323,Singapore Airport,Singapore Airport,34,Evergreen,Sea,436,375,213,173,146,124,191.60388205824208,3.1413145775562157,67,44,6,239.9085125180406,1,0,0,0,0,1,1
324,Singapore Airport,Malaysia Railway Station,34,DHL,Sea,83,480,248,172,285,76,72.4378020511006,5.6256548754412785,35,43,2,155.87047469230038,0,1,0,1,0,0,0
325,Shanghai Airport,Malaysia Port,7,Railway Authority,Truck,204,174,114,189,277,146,107.85914613515615,2.7555555355782317,71,25,3,26.471480356977924,1,0,0,1,1,0,0
326,Singapore Port,Malaysia Port,7,COSCO,Truck,314,443,113,65,261,114,124.72930780689539,3.326883372454229,32,70,5,204.7789927876127,1,1,0,1,1,1,1
327,Wuxi Port,Shanghai Airport,34,DHL,Air,163,476,189,81,207,59,79.55803856914197,7.264672758833003,44,71,6,51.31910889057441,0,1,1,1,1,1,0
328,Shanghai Warehouse,Shanghai Railway Station,67,DHL,Rail,75,218,302,64,143,113,81.19853066604145,9.270607756877073,64,63,1,65.61872427731367,1,0,1,0,0,1,1
329,Singapore Airport,Shanghai Warehouse,67,KTM,Sea,411,302,272,95,205,58,165.66738584070225,7.3228782337164375,29,38,7,192.291497368279,0,1,1,1,1,1,1
330,Singapore Railway Station,Singapore Warehouse,34,KTM,Rail,71,400,137,81,114,102,91.58113101910554,5.9277779398655,29,64,0,215.74668589527155,0,0,0,0,0,1,0
331,Singapore Port,Wuxi Port,7,KTM,Sea,447,209,114,182,203,56,64.98910369984087,2.438317271379053,41,60,6,137.12810969124507,1,1,1,1,0,0,0
332,Malaysia Port,Malaysia Airport,67,DHL,Rail,90,488,165,134,128,117,170.84270127885077,1.1447038601382278,51,70,7,56.222074842642655,1,1,1,0,0,1,0
333,Malaysia Airport,Shanghai Warehouse,67,Railway Authority,Sea,78,250,209,192,170,56,108.48707036902232,4.294688749087145,66,58,6,193.88261321842228,0,1,1,0,1,0,0
334,Singapore Railway Station,Singapore Railway Station,67,COSCO,Rail,83,151,281,94,116,65,61.44658414069796,4.562742633626167,66,26,5,234.05719842739867,0,1,1,0,0,1,1
335,Wuxi Railway Station,Shanghai Airport,67,KTM,Air,184,264,497,97,268,92,125.24341311069705,8.681002792978774,64,32,5,159.38682516695056,0,0,0,0,0,1,0
336,Singapore Railway Station,Malaysia Port,7,COSCO,Sea,59,145,468,156,115,103,142.31860780932547,4.3865501596653775,51,36,2,234.03950840752586,0,1,1,0,1,1,0
337,Wuxi Warehouse,Singapore Railway Station,7,KTM,Air,158,420,213,150,129,140,84.16653312296995,2.9123966362556413,64,43,8,230.53205645333603,1,1,0,0,0,0,1
338,Wuxi Airport,Malaysia Airport,67,Evergreen,Sea,445,247,359,157,162,141,127.39706312418251,9.792860655179032,45,50,9,214.0372373249214,0,0,1,1,0,1,0
339,Malaysia Railway Station,Wuxi Warehouse,34,DHL,Truck,432,485,248,77,182,145,187.07451082147725,6.348965832841247,59,45,0,179.4929446474455,0,0,1,1,1,1,0
340,Shanghai Warehouse,Singapore Port,7,DHL,Rail,467,314,474,151,210,87,99.57882687260576,5.133840664779569,55,42,8,65.7685459998647,0,0,1,0,0,1,0
341,Shanghai Airport,Malaysia Warehouse,34,Evergreen,Sea,491,452,349,158,185,51,159.26833771588934,9.54816959850883,70,35,4,92.5028296542825,0,0,0,1,0,1,1
342,Singapore Airport,Wuxi Warehouse,7,DHL,Rail,473,317,345,170,199,51,131.52061783240737,8.768091074271751,42,34,0,124.23917708968146,0,1,1,0,0,0,1
343,Malaysia Railway Station,Malaysia Railway Station,34,Railway Authority,Sea,293,355,159,170,282,101,96.02658429862493,7.540962422560875,43,43,3,201.7566533618987,1,0,0,1,0,0,0
344,Singapore Airport,Wuxi Warehouse,7,DHL,Air,384,339,428,89,213,146,80.12257248643058,3.8655999959391205,38,43,4,221.84834854960295,0,0,1,1,1,0,0
345,Shanghai Warehouse,Singapore Port,67,COSCO,Air,446,457,485,191,225,142,114.79789039397805,7.002716697390373,27,71,0,46.72980378973821,1,0,0,0,0,0,0
346,Singapore Port,Singapore Railway Station,67,COSCO,Air,466,283,431,61,150,52,106.3666445004513,2.6892567157676934,49,59,8,228.1582604252094,1,0,0,1,1,1,1
347,Wuxi Warehouse,Malaysia Railway Station,67,Railway Authority,Sea,319,125,128,92,103,98,179.88711306530357,5.7604546303590265,50,32,6,202.25865771408502,1,0,1,1,1,0,1
348,Wuxi Warehouse,Malaysia Warehouse,67,KTM,Truck,124,405,205,95,259,129,141.90174866854815,2.441862055283252,44,65,9,226.78205229740595,1,0,0,0,1,1,0
349,Malaysia Port,Shanghai Railway Station,7,Railway Authority,Rail,308,285,492,107,269,52,103.02459173871833,1.1435481219258858,24,35,2,232.1611693765197,0,1,0,1,0,0,1
350,Wuxi Warehouse,Singapore Port,7,KTM,Truck,269,417,434,110,240,77,196.84853128792648,7.820195841888269,52,24,3,63.071296919099304,0,1,1,1,0,0,0
351,Singapore Airport,Malaysia Warehouse,67,Railway Authority,Rail,180,229,204,177,104,70,120.864806588541,7.185331878721094,50,29,3,133.84157400319123,1,0,1,0,0,1,1
352,Shanghai Warehouse,Shanghai Airport,67,Evergreen,Rail,233,359,364,196,160,133,91.51074999658562,9.908239127841018,31,24,1,121.75740636171918,1,0,1,1,0,1,1
353,Malaysia Railway Station,Wuxi Warehouse,67,KTM,Truck,277,222,263,90,184,143,157.8882682614701,9.608801322390924,61,29,6,31.00732449110858,0,0,1,0,1,0,1
354,Wuxi Airport,Shanghai Warehouse,7,DHL,Sea,239,375,318,138,290,77,103.22636239363868,5.52599786619698,53,51,5,111.31996017373983,1,1,1,0,0,0,0
355,Wuxi Railway Station,Wuxi Port,67,DHL,Rail,166,397,408,127,279,89,94.52359820779182,1.528417297017191,26,56,0,197.99958531484407,1,1,0,0,1,0,0
356,Wuxi Warehouse,Singapore Airport,67,COSCO,Air,100,497,426,82,297,137,104.29252241266677,6.072242254442193,53,70,5,227.64077139622052,1,0,1,0,0,1,0
357,Singapore Warehouse,Malaysia Railway Station,67,DHL,Truck,208,102,238,72,144,109,85.03294497264017,8.408712538228265,66,40,5,165.4362971420141,0,1,1,0,1,1,0
358,Singapore Warehouse,Singapore Port,34,DHL,Sea,137,374,273,81,239,111,143.79429613117279,6.645061621474087,25,44,2,172.76883719171713,1,1,1,1,0,0,0
359,Singapore Warehouse,Singapore Airport,7,Evergreen,Sea,290,436,274,92,197,84,118.32590901350854,8.818679131526636,49,34,3,135.85682676482884,1,1,0,1,0,0,0
360,Shanghai Railway Station,Shanghai Railway Station,34,COSCO,Truck,373,154,438,103,107,76,103.0264125489462,7.126464517515048,43,57,3,209.29662699778018,1,0,0,1,1,1,1
361,Shanghai Warehouse,Malaysia Warehouse,67,Evergreen,Rail,313,212,426,197,178,84,173.73940391321446,2.052971034944206,62,64,7,199.55899468667383,1,0,0,0,0,1,1
362,Shanghai Airport,Singapore Airport,34,COSCO,Rail,309,212,106,189,115,120,143.3408419374307,1.5358634344729483,42,48,4,52.234326134934804,1,0,1,1,1,1,1
363,Malaysia Port,Malaysia Warehouse,7,KTM,Truck,383,209,200,161,299,57,147.97294954162012,6.147167064415184,33,65,8,190.86199689779926,1,0,0,0,0,0,0
364,Wuxi Railway Station,Wuxi Port,67,Evergreen,Sea,335,278,248,163,125,91,77.94122155800295,2.1028392338433526,56,43,8,199.27610814195114,1,0,0,1,1,0,1
365,Malaysia Railway Station,Shanghai Warehouse,67,Evergreen,Air,287,150,446,90,123,141,78.19061370302495,3.7014627709797265,33,32,2,143.4011926701627,1,0,0,0,1,1,1
366,Singapore Airport,Shanghai Airport,34,KTM,Rail,401,151,421,56,229,65,79.48526159480181,2.358194318710985,25,63,1,123.21201347292225,0,1,0,0,0,1,1
367,Singapore Warehouse,Shanghai Airport,7,Evergreen,Truck,301,222,204,73,120,65,94.31151704932537,7.5850667611670834,42,31,0,49.21675840222203,0,1,0,1,0,0,0
368,Wuxi Warehouse,Singapore Warehouse,7,Evergreen,Sea,267,109,222,63,139,129,87.33215578074051,4.918852226212063,36,65,7,155.32146152801357,1,0,1,1,1,1,1
369,Wuxi Port,Malaysia Railway Station,67,Evergreen,Sea,216,158,318,59,173,71,156.4369747266854,4.421328391716301,48,52,1,37.838900763672356,0,1,0,1,1,1,1
370,Wuxi Railway Station,Wuxi Warehouse,34,KTM,Rail,348,223,153,99,174,90,122.97288120709649,1.7398717455397277,61,71,9,132.13685791715392,1,1,1,1,0,0,0
371,Singapore Warehouse,Singapore Railway Station,34,KTM,Sea,175,117,217,81,269,51,66.98714899523878,4.134920560683588,42,48,5,39.75658549725867,0,1,1,1,1,0,1
372,Malaysia Airport,Singapore Airport,34,DHL,Rail,271,175,146,50,156,63,115.12226202990203,2.2398301226734074,25,62,0,183.84243550764077,0,1,1,1,1,1,0
373,Malaysia Warehouse,Singapore Port,34,Evergreen,Sea,171,408,184,160,118,116,179.11708668892868,2.990203328130333,47,70,0,79.44106927366268,0,1,1,1,1,1,1
374,Shanghai Railway Station,Singapore Airport,7,COSCO,Truck,321,283,350,177,256,59,75.57100221392808,1.3908968403698174,60,64,7,116.66336526656289,0,1,0,0,1,1,1
375,Singapore Airport,Malaysia Port,67,KTM,Rail,293,478,412,71,265,67,62.036060674597024,5.49436767895795,37,34,4,117.33434019969073,0,0,1,1,1,1,1
376,Wuxi Railway Station,Wuxi Airport,7,Evergreen,Air,158,327,467,176,128,63,99.46274178944662,4.326152570163458,56,67,6,93.68831365425386,0,1,1,0,0,1,0
377,Singapore Airport,Malaysia Warehouse,34,Evergreen,Truck,67,342,306,159,171,89,124.83242934150887,9.600850252791448,60,54,5,83.70390355726812,1,0,0,0,0,1,1
378,Singapore Port,Wuxi Railway Station,7,Railway Authority,Rail,338,286,179,146,288,101,114.86902352442955,6.518675821746494,64,70,8,76.30818829388099,1,0,1,0,0,1,1
379,Shanghai Railway Station,Wuxi Airport,7,COSCO,Air,266,178,209,161,281,70,175.14443327266267,8.893356370546224,48,27,7,59.730674927479484,0,0,1,1,1,1,0
380,Shanghai Port,Singapore Railway Station,67,Railway Authority,Rail,499,479,467,174,206,131,135.2572717343439,3.0083420500021685,28,70,4,164.66376910855124,0,1,0,1,0,1,0
381,Wuxi Airport,Wuxi Warehouse,34,Evergreen,Truck,311,212,271,151,257,114,120.36839954616973,4.362101169964914,32,66,6,204.79882272918397,0,0,1,1,0,0,1
382,Malaysia Airport,Shanghai Warehouse,34,DHL,Air,126,122,425,53,160,70,177.08918457645763,6.4694380224924375,32,34,3,159.52726115976816,1,0,0,1,0,1,0
383,Singapore Port,Malaysia Railway Station,67,DHL,Truck,309,470,259,149,189,53,122.15718474769659,3.86293248725941,55,25,2,92.39236342700707,0,1,1,0,1,1,0
384,Singapore Airport,Malaysia Port,7,Evergreen,Truck,281,389,468,76,256,57,121.5058972923184,6.658447966239157,68,34,6,197.18125668741928,1,0,0,0,1,0,0
385,Wuxi Railway Station,Wuxi Warehouse,34,COSCO,Sea,492,269,327,92,126,61,100.55881513925917,9.65152482275369,60,60,1,136.8332902259663,0,1,0,1,0,1,0
386,Wuxi Airport,Shanghai Airport,34,Railway Authority,Rail,254,197,411,131,282,90,58.86923999832483,1.3376274585511032,71,68,8,42.34955478385997,1,1,0,0,1,1,0
387,Malaysia Railway Station,Shanghai Port,67,DHL,Truck,207,343,439,145,208,73,85.42925637592235,5.203822328807366,28,59,3,225.97761745751887,0,1,0,0,1,0,0
388,Shanghai Warehouse,Singapore Port,7,Railway Authority,Sea,405,459,389,110,221,97,50.81445902786103,6.568466574101621,67,46,7,182.3528740763908,0,1,1,0,0,0,0
389,Malaysia Airport,Singapore Port,7,COSCO,Air,424,175,386,96,268,70,63.84572949536192,3.2321005499632918,63,38,1,65.25156558682889,1,1,1,0,1,1,0
390,Singapore Warehouse,Singapore Railway Station,34,DHL,Sea,484,121,210,137,123,105,125.10319223981867,9.671559993129357,60,65,5,213.58312717413514,0,1,0,1,1,1,0
391,Shanghai Railway Station,Singapore Railway Station,34,Evergreen,Rail,494,386,478,116,186,96,75.22870574527863,6.671911311084835,59,54,5,110.04366886576085,1,1,1,0,1,1,1
392,Wuxi Port,Wuxi Port,67,KTM,Sea,259,123,311,193,262,123,96.92678363396584,2.5588990031564993,65,49,7,76.60712910071928,0,0,1,0,1,0,0
393,Shanghai Warehouse,Malaysia Railway Station,34,COSCO,Rail,88,441,135,153,136,97,122.62435347664731,1.5988773567255823,68,64,8,189.47931734185622,0,1,1,1,1,1,1
394,Wuxi Airport,Shanghai Port,34,DHL,Sea,200,384,295,101,220,65,134.67782678135666,3.6236018576533335,67,56,7,153.39133555099906,0,0,1,1,0,0,1
395,Malaysia Warehouse,Shanghai Railway Station,34,DHL,Air,457,372,405,50,240,56,105.41915798238593,3.5551428330845267,27,33,9,231.91129558452178,0,1,1,1,0,0,0
396,Singapore Railway Station,Shanghai Airport,34,DHL,Air,350,471,484,162,123,139,97.9433050167954,5.319925614416089,28,28,8,107.2834579828363,1,0,0,1,1,0,0
397,Malaysia Railway Station,Wuxi Port,7,Railway Authority,Air,57,113,321,129,272,117,132.5332753650464,7.854237062247783,65,52,3,101.94551578289273,1,0,1,1,0,0,1
398,Singapore Airport,Singapore Railway Station,7,Railway Authority,Air,477,402,422,96,132,141,166.77813611145103,6.2843264650172745,50,71,7,219.1461658293653,0,1,1,1,0,1,1
399,Malaysia Warehouse,Singapore Port,7,Evergreen,Rail,419,388,333,176,182,59,115.64597632417282,5.437074486174935,44,45,8,88.47483181873665,1,0,0,1,1,1,0
400,Shanghai Railway Station,Shanghai Railway Station,67,Evergreen,Truck,245,337,250,115,287,146,51.33871564671703,3.324191621788406,64,50,2,145.67338556354994,1,0,1,1,0,1,1
401,Shanghai Warehouse,Wuxi Airport,34,Railway Authority,Truck,258,174,459,105,164,77,81.38326857951483,1.5177057808783694,46,56,6,112.06071960184798,1,1,0,0,1,0,0
402,Malaysia Airport,Singapore Railway Station,67,Evergreen,Truck,78,165,398,148,173,57,111.08761455629318,5.743635580688096,44,25,8,117.02765306631773,1,0,0,0,0,0,1
403,Malaysia Warehouse,Shanghai Port,7,Railway Authority,Sea,351,451,173,189,171,112,154.28191471822848,2.9102318971750005,46,70,8,213.07991932459745,0,0,1,1,0,0,1
404,Wuxi Airport,Shanghai Warehouse,34,KTM,Air,139,450,259,169,199,73,136.76208438454978,1.5952482673255128,50,62,9,204.3183418363886,0,0,0,1,1,0,0
405,Malaysia Warehouse,Shanghai Railway Station,67,Railway Authority,Sea,408,202,483,58,155,79,136.95180715229537,3.92747543151295,57,70,5,35.584361493651414,1,0,1,0,0,0,1
406,Shanghai Airport,Shanghai Railway Station,7,COSCO,Truck,193,263,164,69,125,118,117.68182007053886,7.742967731250209,35,51,8,109.66897387901392,1,1,1,1,1,1,0
407,Wuxi Railway Station,Malaysia Port,34,COSCO,Sea,416,341,229,102,112,133,140.63619371341386,8.843976348874843,29,49,8,179.54391606182895,1,0,1,0,0,0,0
408,Malaysia Airport,Singapore Airport,7,DHL,Sea,324,465,385,179,260,61,195.6313109895889,6.158272933539715,49,58,2,153.61628767386625,0,0,0,1,1,1,0
409,Wuxi Port,Singapore Port,7,DHL,Sea,146,394,474,53,271,118,112.71116873144965,8.874166804667926,36,38,6,47.800215736012134,1,0,0,0,1,0,1
410,Shanghai Port,Wuxi Airport,67,COSCO,Rail,461,324,444,133,258,106,155.24591734374692,8.423922478279898,36,64,6,89.58840925165917,0,0,1,0,0,0,1
411,Wuxi Airport,Singapore Airport,7,DHL,Rail,482,204,345,150,170,89,120.87376595649482,6.640373125720615,50,46,7,27.395141626284797,0,0,0,0,0,0,0
412,Shanghai Railway Station,Singapore Railway Station,7,DHL,Sea,394,350,485,50,261,102,191.91681838768844,4.551593557707696,68,59,4,198.78173020279746,0,1,1,0,1,1,1
413,Singapore Airport,Singapore Port,34,KTM,Air,349,221,104,178,199,135,198.58463286769606,6.897348350139631,39,34,1,91.59189523335887,1,0,0,1,0,0,1
414,Singapore Port,Wuxi Railway Station,7,COSCO,Sea,202,393,173,103,232,111,183.2855423538542,7.75737962954359,50,54,0,30.74618119126638,1,0,1,1,0,0,1
415,Singapore Warehouse,Malaysia Port,34,KTM,Sea,286,267,485,169,183,148,114.758175854287,2.2640540387696544,32,41,6,174.20588246237446,0,1,1,0,0,0,1
416,Singapore Airport,Shanghai Airport,67,Railway Authority,Air,133,377,225,133,152,80,167.324312858889,2.26155648205104,37,24,2,101.20669166217455,1,0,0,0,1,1,1
417,Singapore Warehouse,Singapore Warehouse,67,Evergreen,Air,92,249,320,135,167,149,96.69163880759568,3.8550810232789585,24,66,3,79.17515771244882,0,0,1,1,0,0,1
418,Singapore Railway Station,Shanghai Railway Station,34,DHL,Truck,423,169,344,138,132,140,75.97070525025637,3.1701572000431044,32,36,9,219.7936796720488,0,0,0,0,1,1,1
419,Singapore Airport,Singapore Airport,7,COSCO,Sea,483,214,180,174,226,134,88.2387604446673,4.291509159821043,48,42,3,222.025765434705,1,1,0,0,1,1,1
420,Malaysia Railway Station,Singapore Warehouse,7,COSCO,Rail,313,365,322,179,292,70,169.4061910560602,5.823927181791369,44,32,5,210.0956372421062,0,1,1,0,1,0,1
421,Shanghai Port,Singapore Port,7,DHL,Rail,329,320,357,129,265,82,83.57023244393667,7.375503858556669,62,61,0,166.5092388514683,0,0,1,0,0,1,0
422,Singapore Airport,Malaysia Airport,34,Evergreen,Truck,292,372,308,116,208,136,116.97400422253604,1.3940559490445386,62,55,6,170.93919083907792,0,1,0,0,1,0,0
423,Malaysia Port,Singapore Port,67,KTM,Rail,91,103,175,167,207,84,86.04350891536251,5.054499223422671,58,59,8,202.47842888534657,0,0,1,0,1,0,0
424,Malaysia Port,Malaysia Port,7,DHL,Sea,216,417,459,140,194,117,175.2341791047934,9.696365191575726,68,52,4,168.92244382935806,1,1,1,1,0,0,0
425,Singapore Port,Singapore Warehouse,7,Evergreen,Air,348,156,377,140,138,110,118.08747387730655,9.312490022619727,30,70,5,27.987694690764005,0,1,0,1,0,0,0
426,Malaysia Warehouse,Malaysia Warehouse,34,Railway Authority,Air,89,430,206,123,187,66,178.85411731669936,4.69322874821902,70,64,1,111.39908181474149,1,1,0,1,0,0,1
427,Shanghai Port,Malaysia Warehouse,34,Evergreen,Rail,346,325,260,72,164,104,183.9203823584244,9.772896888380544,69,51,6,228.7996175340064,1,0,0,0,0,0,0
428,Wuxi Warehouse,Shanghai Warehouse,34,Evergreen,Rail,73,229,392,66,138,135,79.79203460267544,2.7643282494675256,38,35,1,228.72525120425414,0,1,0,0,0,0,0
429,Singapore Airport,Wuxi Warehouse,34,KTM,Air,267,270,274,114,206,88,50.856302495474914,7.26976652389655,53,30,9,228.14394269198675,0,1,0,1,0,1,0
430,Malaysia Railway Station,Malaysia Airport,67,COSCO,Sea,313,327,318,192,232,131,103.63972682665036,1.939674073737832,69,36,5,132.24224485439714,0,1,1,1,0,1,0
431,Wuxi Warehouse,Shanghai Warehouse,7,DHL,Sea,253,409,172,80,133,65,68.48363804977167,1.475601508463733,47,33,9,40.42746669151829,1,0,1,1,0,1,0
432,Malaysia Warehouse,Malaysia Port,34,KTM,Truck,238,155,143,86,170,78,179.73176982505962,7.1041044889375655,66,53,2,42.549655334131714,0,0,0,1,0,1,0
433,Shanghai Port,Malaysia Railway Station,67,DHL,Sea,154,191,193,113,127,65,93.45152842923149,3.326311442678213,49,33,8,173.89477305692333,1,0,0,0,1,0,1
434,Malaysia Railway Station,Singapore Warehouse,67,KTM,Truck,326,111,428,132,283,97,70.89571810480888,5.384528759194951,66,36,5,146.05581845548016,0,0,1,0,0,0,0
435,Singapore Port,Malaysia Warehouse,34,Evergreen,Truck,121,275,355,197,256,67,64.43814585060528,6.396783586714429,60,45,4,180.89974141530814,1,1,1,0,0,1,1
436,Shanghai Port,Shanghai Port,7,KTM,Air,292,325,387,105,189,75,52.06566414978241,7.454056694631785,32,43,5,68.94157493016122,1,0,0,1,1,0,1
437,Singapore Airport,Wuxi Airport,7,Evergreen,Truck,393,159,351,136,224,98,199.3838858377972,2.366219003667325,31,31,9,150.27079786471387,0,1,1,0,0,1,1
438,Wuxi Railway Station,Shanghai Railway Station,34,Evergreen,Truck,302,485,169,193,203,137,124.74214700083918,4.966851833799753,49,25,2,229.23374891458928,1,1,0,0,0,0,0
439,Malaysia Railway Station,Wuxi Airport,67,DHL,Sea,349,411,388,141,216,98,149.60823277326546,3.578693011127759,35,34,5,98.11258370237259,0,1,1,1,0,1,1
440,Malaysia Port,Singapore Railway Station,34,Railway Authority,Truck,276,374,465,140,173,102,172.94891017772,5.572313535632963,67,62,0,26.277359802686895,0,0,1,0,1,1,1
441,Malaysia Airport,Singapore Warehouse,34,KTM,Truck,420,337,163,57,107,64,64.28785740869793,5.611096885151304,41,61,7,69.12382476224114,0,1,1,0,1,1,1
442,Malaysia Railway Station,Shanghai Railway Station,67,Evergreen,Truck,284,327,187,122,204,103,102.68102321895306,1.907236761038957,66,71,0,234.84867834309608,0,0,0,1,1,1,1
443,Singapore Port,Singapore Railway Station,34,DHL,Rail,452,183,498,152,120,79,102.83091469332362,2.7705791837960434,37,68,4,146.98817855939387,0,0,1,1,0,0,1
444,Wuxi Port,Malaysia Airport,67,DHL,Rail,265,131,119,66,135,85,138.25754884321634,3.677962528752407,56,30,7,225.97188693296695,1,0,1,1,1,1,0
445,Shanghai Port,Malaysia Airport,7,DHL,Sea,251,275,422,51,265,121,66.90485456356065,3.0772242422511233,45,45,2,60.43321733972597,0,0,1,1,1,0,1
446,Shanghai Railway Station,Malaysia Port,67,Railway Authority,Air,336,278,175,60,143,71,52.99313376616627,6.859070854410119,51,27,4,92.16873599814812,1,1,0,1,1,0,0
447,Malaysia Railway Station,Shanghai Warehouse,7,Railway Authority,Sea,74,101,366,146,169,135,137.60169655927123,2.365578144826138,24,30,3,119.52982854721134,1,1,1,1,0,0,1
448,Malaysia Railway Station,Malaysia Airport,7,KTM,Truck,422,241,287,73,251,130,191.34120688095192,8.005932729844195,53,49,1,163.72110498392362,1,0,1,1,1,1,0
449,Shanghai Airport,Malaysia Warehouse,7,COSCO,Sea,202,261,454,76,203,144,193.54788947767372,3.6321703846167024,56,37,1,32.897014068184674,0,1,0,1,1,1,1
450,Malaysia Airport,Singapore Port,34,COSCO,Rail,68,295,145,148,128,128,131.16457532058922,1.4691412458805007,39,49,8,58.963438484143246,0,1,0,0,1,0,1
451,Malaysia Railway Station,Singapore Warehouse,34,Evergreen,Air,483,419,162,135,104,133,175.94964421856508,8.487961114900106,44,31,1,118.23712044683748,1,1,0,1,0,0,0
452,Singapore Port,Wuxi Railway Station,34,DHL,Truck,264,402,493,61,147,135,150.7988829670417,9.659211635254174,58,26,9,31.44817980117753,1,1,1,0,1,0,1
453,Shanghai Airport,Shanghai Warehouse,34,COSCO,Air,341,272,144,128,132,115,131.75568686925573,1.4999058463876205,67,64,0,132.31598251666838,1,0,0,1,0,0,1
454,Malaysia Airport,Wuxi Warehouse,34,Railway Authority,Sea,456,303,189,103,142,67,84.23077899055649,4.473805038099113,38,43,4,216.4225299073215,1,1,1,1,0,1,0
455,Shanghai Port,Shanghai Warehouse,7,COSCO,Sea,376,442,355,129,232,53,199.98853826727532,9.361538569532925,39,54,2,82.79146145513548,0,0,1,1,1,0,1
456,Malaysia Airport,Shanghai Port,7,COSCO,Truck,358,413,389,75,186,95,164.96917876669835,7.35909007525773,41,53,7,178.21146472149934,1,0,0,0,1,0,1
457,Malaysia Airport,Singapore Warehouse,67,COSCO,Rail,466,440,495,140,168,93,94.87547984075464,7.199681947094711,32,68,2,110.33042043648629,1,1,0,1,1,1,0
458,Singapore Port,Malaysia Railway Station,67,COSCO,Sea,135,162,183,196,236,135,196.67179572887588,6.105245512058547,44,47,1,232.1286509324324,1,0,0,0,1,1,1
459,Wuxi Warehouse,Shanghai Railway Station,67,COSCO,Sea,400,299,477,130,253,133,119.36486060545761,8.958836668341243,62,69,4,222.0693667929777,0,0,0,1,1,1,0
460,Shanghai Railway Station,Malaysia Port,67,DHL,Air,436,216,416,163,134,117,60.7700248374803,1.449198483166919,35,30,6,199.09118915171535,0,1,0,1,1,1,1
461,Malaysia Railway Station,Shanghai Port,34,Railway Authority,Rail,281,326,271,145,147,53,102.66870390696562,9.988044768487722,68,37,7,147.709334619426,0,1,0,0,0,1,1
462,Wuxi Warehouse,Shanghai Port,7,KTM,Sea,364,173,344,152,151,147,138.82533351512626,5.546923073894391,53,43,1,210.39207250282686,0,0,1,1,0,1,1
463,Wuxi Airport,Shanghai Airport,7,COSCO,Sea,215,191,124,87,122,70,70.66514156927116,8.246722937640623,40,58,2,152.80820597089675,1,1,1,0,1,0,1
464,Singapore Warehouse,Wuxi Airport,7,DHL,Rail,462,222,137,176,114,65,114.80754752873064,8.819300717971219,58,64,9,98.27897556181183,0,0,1,1,0,0,1
465,Malaysia Port,Singapore Warehouse,34,COSCO,Truck,203,185,189,180,151,148,117.9182187957857,5.941961948441893,25,56,5,66.71584161401233,0,0,0,0,0,1,0
466,Shanghai Railway Station,Shanghai Port,34,DHL,Air,301,481,481,77,270,66,89.68696871261021,5.139013595953695,69,29,6,221.45515662549403,1,1,0,1,0,0,0
467,Wuxi Airport,Wuxi Railway Station,67,Evergreen,Air,279,330,116,94,181,143,180.71958408957119,4.085178035671408,41,66,8,142.88337821200776,1,1,0,0,1,1,1
468,Malaysia Railway Station,Malaysia Airport,7,DHL,Truck,358,164,246,106,285,119,99.27845181954629,7.651170851822296,27,46,3,204.66692624957358,0,0,0,0,0,0,0
469,Shanghai Airport,Wuxi Warehouse,34,KTM,Rail,250,384,339,188,277,61,98.84630526252911,4.9000298669163405,47,61,8,94.81111006710833,0,0,1,0,0,0,1
470,Wuxi Airport,Shanghai Warehouse,67,COSCO,Sea,131,224,132,109,258,110,95.211470466657,6.912693078048266,29,26,5,231.37583481179158,0,1,0,0,0,0,1
471,Singapore Port,Wuxi Warehouse,67,Railway Authority,Truck,201,133,222,121,176,77,53.76943975461027,4.557852310571632,45,32,3,150.80936992299783,0,0,1,0,1,1,1
472,Malaysia Railway Station,Wuxi Airport,67,Railway Authority,Rail,320,315,356,141,285,80,147.17647261469148,7.742643343116441,66,53,8,150.53006061766177,1,0,1,1,0,1,0
473,Malaysia Airport,Shanghai Warehouse,67,DHL,Sea,432,251,168,53,168,132,167.1225920078127,2.863433212822133,62,24,2,92.1503248811444,0,0,0,1,1,0,1
