Order Number,Ship From,Ship To,Commodity,Order Value,Weight (KG),Volume,Shipper Name,Shipper Address,Shipper Country,Consignee Country,Order Date,Required Delivery Date,Journey Type,Tax Percentage
324,Shanghai Port,Malaysia Airport,Furniture,30683,1486,99,YCH,8 Bulim Ave,Malaysia,Singapore,11-Nov-24,21-Nov-24,International,0.11735921921073558
325,Wuxi Railway Station,Singapore Airport,Pharmaceuticals,1918,946,20,YCH,8 Bulim Ave,Singapore,Singapore,12-Nov-24,22-Nov-24,Domestic,0.10020110818455352
326,Wuxi Port,Malaysia Railway Station,Electronics,1426,667,30,YCH,8 Bulim Ave,China,China,13-Nov-24,23-Nov-24,Domestic,0.09508298785547167
327,Wuxi Airport,Shanghai Railway Station,Electronics,99334,2024,79,YCH,8 Bulim Ave,China,Malaysia,14-Nov-24,24-Nov-24,International,0.05189557070958338
328,Singapore Airport,Singapore Railway Station,Furniture,24670,2241,32,YCH,8 Bulim Ave,Malaysia,Singapore,15-Nov-24,25-Nov-24,Domestic,0.059304217784399135
329,Singapore Airport,Shanghai Railway Station,Electronics,94471,344,19,YCH,8 Bulim Ave,Singapore,China,16-Nov-24,26-Nov-24,Domestic,0.1453854256742269
330,Shanghai Railway Station,Wuxi Port,Electronics,95670,3949,99,YCH,8 Bulim Ave,China,China,17-Nov-24,27-Nov-24,International,0.11667946761722059
331,Shanghai Port,Shanghai Port,Textiles,14566,2369,55,YCH,8 Bulim Ave,China,Singapore,18-Nov-24,28-Nov-24,International,0.035528785446421254
332,Wuxi Warehouse,Singapore Airport,Furniture,33366,4125,26,YCH,8 Bulim Ave,Malaysia,China,19-Nov-24,29-Nov-24,International,0.11861719896256427
333,Shanghai Warehouse,Singapore Warehouse,Electronics,89466,4274,73,YCH,8 Bulim Ave,Singapore,Singapore,20-Nov-24,30-Nov-24,Domestic,0.12732964076931533
334,Wuxi Railway Station,Shanghai Railway Station,Pharmaceuticals,33700,1273,12,YCH,8 Bulim Ave,Singapore,Singapore,21-Nov-24,01-Dec-24,Domestic,0.10815217301387864
335,Shanghai Warehouse,Singapore Railway Station,Pharmaceuticals,59527,801,50,YCH,8 Bulim Ave,China,Malaysia,22-Nov-24,02-Dec-24,Domestic,0.015706016287200735
336,Singapore Port,Shanghai Railway Station,Textiles,49204,3906,1,YCH,8 Bulim Ave,Malaysia,China,23-Nov-24,03-Dec-24,International,0.09257701398114349
337,Wuxi Port,Malaysia Airport,Furniture,82461,2870,87,YCH,8 Bulim Ave,Singapore,Singapore,24-Nov-24,04-Dec-24,International,0.05525782489673173
338,Wuxi Port,Malaysia Railway Station,Textiles,81913,4795,91,YCH,8 Bulim Ave,Singapore,Singapore,25-Nov-24,05-Dec-24,Domestic,0.12035603393260318
339,Shanghai Airport,Malaysia Warehouse,Furniture,38546,4219,6,YCH,8 Bulim Ave,Malaysia,Singapore,26-Nov-24,06-Dec-24,Domestic,0.03590301792194614
340,Singapore Port,Shanghai Warehouse,Furniture,8558,2552,85,YCH,8 Bulim Ave,China,Singapore,27-Nov-24,07-Dec-24,International,0.0774180462688774
341,Shanghai Railway Station,Malaysia Port,Furniture,39474,4580,56,YCH,8 Bulim Ave,China,China,28-Nov-24,08-Dec-24,International,0.09715730977989544
342,Singapore Airport,Wuxi Warehouse,Furniture,9034,2143,59,YCH,8 Bulim Ave,Malaysia,Malaysia,29-Nov-24,09-Dec-24,Domestic,0.14709706148014046
343,Singapore Railway Station,Shanghai Airport,Textiles,64837,4880,62,YCH,8 Bulim Ave,Malaysia,Malaysia,30-Nov-24,10-Dec-24,International,0.03669132648774092
344,Shanghai Port,Singapore Port,Textiles,86458,2358,80,YCH,8 Bulim Ave,China,China,01-Dec-24,11-Dec-24,International,0.09438015761225309
345,Wuxi Warehouse,Shanghai Port,Furniture,27118,2676,98,YCH,8 Bulim Ave,Singapore,Malaysia,02-Dec-24,12-Dec-24,International,0.0554389557773319
346,Malaysia Warehouse,Wuxi Railway Station,Pharmaceuticals,49688,2495,73,YCH,8 Bulim Ave,Singapore,Malaysia,03-Dec-24,13-Dec-24,International,0.09856982434920863
347,Singapore Railway Station,Singapore Port,Electronics,62399,2190,21,YCH,8 Bulim Ave,China,Malaysia,04-Dec-24,14-Dec-24,Domestic,0.14704093421166906
348,Wuxi Warehouse,Wuxi Airport,Furniture,2080,2037,63,YCH,8 Bulim Ave,Singapore,Malaysia,05-Dec-24,15-Dec-24,Domestic,0.10421439320987641
349,Shanghai Railway Station,Malaysia Airport,Electronics,49568,1442,16,YCH,8 Bulim Ave,China,Malaysia,06-Dec-24,16-Dec-24,International,0.061147337023362607
350,Malaysia Railway Station,Wuxi Railway Station,Pharmaceuticals,90195,863,2,YCH,8 Bulim Ave,Malaysia,Singapore,07-Dec-24,17-Dec-24,International,0.1430638839203599
351,Malaysia Warehouse,Wuxi Railway Station,Pharmaceuticals,71217,2797,93,YCH,8 Bulim Ave,China,Malaysia,08-Dec-24,18-Dec-24,International,0.0375165926800032
352,Wuxi Airport,Wuxi Airport,Electronics,9483,1326,95,YCH,8 Bulim Ave,Malaysia,Singapore,09-Dec-24,19-Dec-24,Domestic,0.12351594269956287
353,Shanghai Railway Station,Shanghai Airport,Pharmaceuticals,3801,4058,81,YCH,8 Bulim Ave,Singapore,Malaysia,10-Dec-24,20-Dec-24,International,0.09207023024575338
354,Singapore Warehouse,Singapore Railway Station,Furniture,48792,4704,19,YCH,8 Bulim Ave,Singapore,China,11-Dec-24,21-Dec-24,Domestic,0.04516620545791599
355,Shanghai Railway Station,Shanghai Railway Station,Pharmaceuticals,52474,3386,89,YCH,8 Bulim Ave,Malaysia,Singapore,12-Dec-24,22-Dec-24,International,0.08074856165893307
356,Wuxi Port,Shanghai Railway Station,Electronics,3284,191,70,YCH,8 Bulim Ave,China,China,13-Dec-24,23-Dec-24,International,0.08074628931030076
357,Wuxi Railway Station,Malaysia Airport,Textiles,60302,2512,66,YCH,8 Bulim Ave,Malaysia,Malaysia,14-Dec-24,24-Dec-24,International,0.1396317439634531
358,Wuxi Airport,Shanghai Warehouse,Furniture,44403,2629,35,YCH,8 Bulim Ave,China,China,15-Dec-24,25-Dec-24,International,0.059465958980725764
359,Wuxi Port,Singapore Warehouse,Textiles,15152,1538,50,YCH,8 Bulim Ave,Malaysia,Singapore,16-Dec-24,26-Dec-24,Domestic,0.0729111597732047
360,Shanghai Port,Singapore Airport,Furniture,14024,1106,60,YCH,8 Bulim Ave,Singapore,China,17-Dec-24,27-Dec-24,Domestic,0.10903228469937355
361,Singapore Warehouse,Wuxi Port,Textiles,55627,3705,73,YCH,8 Bulim Ave,China,Malaysia,18-Dec-24,28-Dec-24,International,0.09324383983493344
362,Wuxi Warehouse,Malaysia Port,Textiles,1552,2386,87,YCH,8 Bulim Ave,Malaysia,China,19-Dec-24,29-Dec-24,International,0.02114240679506781
363,Malaysia Warehouse,Shanghai Port,Electronics,80472,3175,3,YCH,8 Bulim Ave,China,Malaysia,20-Dec-24,30-Dec-24,Domestic,0.04489759245367837
364,Shanghai Railway Station,Malaysia Railway Station,Textiles,62448,3076,88,YCH,8 Bulim Ave,China,Singapore,21-Dec-24,31-Dec-24,International,0.0717991090577965
365,Singapore Port,Shanghai Airport,Textiles,42686,650,88,YCH,8 Bulim Ave,Malaysia,Malaysia,22-Dec-24,01-Jan-25,International,0.06569765819939355
366,Singapore Warehouse,Wuxi Warehouse,Pharmaceuticals,2631,4355,59,YCH,8 Bulim Ave,Malaysia,China,23-Dec-24,02-Jan-25,Domestic,0.10064105362772766
367,Singapore Warehouse,Wuxi Railway Station,Furniture,53053,4426,63,YCH,8 Bulim Ave,China,China,24-Dec-24,03-Jan-25,International,0.01766338286871848
368,Shanghai Railway Station,Singapore Airport,Pharmaceuticals,77600,2249,33,YCH,8 Bulim Ave,China,Singapore,25-Dec-24,04-Jan-25,International,0.025165752736242088
369,Wuxi Airport,Wuxi Airport,Pharmaceuticals,92591,4328,32,YCH,8 Bulim Ave,Singapore,Singapore,26-Dec-24,05-Jan-25,Domestic,0.07926974535628542
370,Singapore Railway Station,Malaysia Airport,Furniture,52419,4287,98,YCH,8 Bulim Ave,Malaysia,Malaysia,27-Dec-24,06-Jan-25,Domestic,0.12900149581987652
371,Singapore Warehouse,Singapore Warehouse,Furniture,78906,1948,99,YCH,8 Bulim Ave,China,China,28-Dec-24,07-Jan-25,Domestic,0.07152427114161641
372,Singapore Warehouse,Shanghai Airport,Furniture,37220,752,18,YCH,8 Bulim Ave,Malaysia,China,29-Dec-24,08-Jan-25,Domestic,0.14753161270524456
373,Singapore Airport,Wuxi Railway Station,Pharmaceuticals,32634,3666,28,YCH,8 Bulim Ave,Singapore,Malaysia,30-Dec-24,09-Jan-25,Domestic,0.10773841354250904
374,Wuxi Airport,Singapore Warehouse,Textiles,77286,3311,81,YCH,8 Bulim Ave,China,Singapore,31-Dec-24,10-Jan-25,International,0.055156659529899205
375,Wuxi Warehouse,Singapore Railway Station,Furniture,4592,3382,71,YCH,8 Bulim Ave,Malaysia,China,01-Jan-25,11-Jan-25,Domestic,0.06537088957544268
376,Malaysia Warehouse,Singapore Railway Station,Electronics,21235,2467,38,YCH,8 Bulim Ave,Singapore,China,02-Jan-25,12-Jan-25,International,0.057364790507086184
377,Shanghai Port,Shanghai Port,Electronics,6327,2348,27,YCH,8 Bulim Ave,Malaysia,Malaysia,03-Jan-25,13-Jan-25,International,0.03668906862280589
378,Wuxi Port,Singapore Port,Furniture,69329,4484,99,YCH,8 Bulim Ave,China,Malaysia,04-Jan-25,14-Jan-25,International,0.07983964464303682
379,Malaysia Warehouse,Malaysia Railway Station,Furniture,5711,1560,20,YCH,8 Bulim Ave,Malaysia,China,05-Jan-25,15-Jan-25,Domestic,0.09203497062932045
380,Malaysia Airport,Malaysia Airport,Pharmaceuticals,90160,3140,7,YCH,8 Bulim Ave,Malaysia,China,06-Jan-25,16-Jan-25,International,0.1356591372323567
381,Shanghai Warehouse,Malaysia Warehouse,Pharmaceuticals,48601,2833,87,YCH,8 Bulim Ave,Malaysia,Malaysia,07-Jan-25,17-Jan-25,Domestic,0.08390209133950885
382,Wuxi Port,Shanghai Airport,Textiles,67472,2272,93,YCH,8 Bulim Ave,Singapore,China,08-Jan-25,18-Jan-25,International,0.07619044954915963
383,Shanghai Warehouse,Shanghai Warehouse,Furniture,68392,2611,76,YCH,8 Bulim Ave,China,Malaysia,09-Jan-25,19-Jan-25,International,0.07954694419390393
384,Wuxi Railway Station,Malaysia Port,Textiles,78344,1102,93,YCH,8 Bulim Ave,China,Malaysia,10-Jan-25,20-Jan-25,International,0.07588845689281948
385,Wuxi Airport,Malaysia Railway Station,Textiles,29296,84,49,YCH,8 Bulim Ave,China,China,11-Jan-25,21-Jan-25,Domestic,0.026427717127925653
386,Singapore Airport,Shanghai Railway Station,Pharmaceuticals,59183,4721,46,YCH,8 Bulim Ave,China,Singapore,12-Jan-25,22-Jan-25,International,0.03383362441671261
387,Wuxi Port,Malaysia Airport,Textiles,75002,3799,76,YCH,8 Bulim Ave,Singapore,Singapore,13-Jan-25,23-Jan-25,Domestic,0.051056955002428975
388,Shanghai Warehouse,Malaysia Airport,Electronics,93462,1973,8,YCH,8 Bulim Ave,Singapore,China,14-Jan-25,24-Jan-25,International,0.10724750130003886
389,Malaysia Warehouse,Shanghai Railway Station,Pharmaceuticals,44091,3650,70,YCH,8 Bulim Ave,Malaysia,China,15-Jan-25,25-Jan-25,Domestic,0.11292630194710088
390,Malaysia Railway Station,Singapore Railway Station,Furniture,47527,1700,5,YCH,8 Bulim Ave,Malaysia,Malaysia,16-Jan-25,26-Jan-25,International,0.03062451245412847
391,Malaysia Warehouse,Wuxi Airport,Furniture,47107,3667,59,YCH,8 Bulim Ave,Malaysia,Singapore,17-Jan-25,27-Jan-25,International,0.06396466339781777
392,Wuxi Railway Station,Singapore Airport,Furniture,93499,4450,94,YCH,8 Bulim Ave,Malaysia,China,18-Jan-25,28-Jan-25,Domestic,0.1453964726422079
393,Wuxi Warehouse,Wuxi Airport,Pharmaceuticals,61333,315,95,YCH,8 Bulim Ave,Singapore,China,19-Jan-25,29-Jan-25,Domestic,0.10855070964241827
394,Singapore Warehouse,Singapore Railway Station,Pharmaceuticals,77260,2715,71,YCH,8 Bulim Ave,China,China,20-Jan-25,30-Jan-25,Domestic,0.018109495074382538
395,Shanghai Airport,Shanghai Warehouse,Electronics,64536,1596,44,YCH,8 Bulim Ave,Malaysia,Singapore,21-Jan-25,31-Jan-25,Domestic,0.0586556680972102
396,Shanghai Railway Station,Malaysia Airport,Electronics,93500,2912,98,YCH,8 Bulim Ave,Singapore,Malaysia,22-Jan-25,01-Feb-25,International,0.10046924801590161
397,Wuxi Warehouse,Singapore Port,Pharmaceuticals,27673,4976,97,YCH,8 Bulim Ave,Singapore,China,23-Jan-25,02-Feb-25,International,0.029900719958313976
398,Singapore Warehouse,Singapore Railway Station,Furniture,94831,1981,85,YCH,8 Bulim Ave,Malaysia,Malaysia,24-Jan-25,03-Feb-25,International,0.024948788333716228
399,Singapore Railway Station,Singapore Warehouse,Furniture,53989,1119,27,YCH,8 Bulim Ave,China,Singapore,25-Jan-25,04-Feb-25,Domestic,0.03664902954784628
400,Shanghai Warehouse,Wuxi Railway Station,Pharmaceuticals,12545,1374,18,YCH,8 Bulim Ave,Malaysia,China,26-Jan-25,05-Feb-25,Domestic,0.11026004420715595
401,Wuxi Railway Station,Malaysia Airport,Textiles,93757,2672,28,YCH,8 Bulim Ave,China,Singapore,27-Jan-25,06-Feb-25,International,0.020668297836327912
402,Malaysia Airport,Shanghai Railway Station,Furniture,21471,2470,29,YCH,8 Bulim Ave,China,China,28-Jan-25,07-Feb-25,International,0.07584596526495699
403,Wuxi Airport,Wuxi Port,Pharmaceuticals,51953,3142,15,YCH,8 Bulim Ave,Malaysia,China,29-Jan-25,08-Feb-25,Domestic,0.12631943624060543
404,Shanghai Port,Malaysia Railway Station,Furniture,14708,1332,46,YCH,8 Bulim Ave,China,Singapore,30-Jan-25,09-Feb-25,International,0.14839042386775453
405,Singapore Port,Singapore Airport,Pharmaceuticals,26166,4352,26,YCH,8 Bulim Ave,Malaysia,Singapore,31-Jan-25,10-Feb-25,Domestic,0.09684908928402841
406,Wuxi Port,Wuxi Railway Station,Textiles,32051,3497,18,YCH,8 Bulim Ave,China,Malaysia,01-Feb-25,11-Feb-25,International,0.07655755699873565
407,Malaysia Port,Shanghai Warehouse,Textiles,98958,2245,52,YCH,8 Bulim Ave,Singapore,Singapore,02-Feb-25,12-Feb-25,Domestic,0.026423492521210054
408,Singapore Port,Wuxi Airport,Textiles,43965,2022,92,YCH,8 Bulim Ave,Singapore,Singapore,03-Feb-25,13-Feb-25,Domestic,0.11812589184853818
409,Wuxi Airport,Malaysia Airport,Furniture,33986,1579,37,YCH,8 Bulim Ave,Singapore,Singapore,04-Feb-25,14-Feb-25,International,0.09953050864738465
410,Wuxi Airport,Wuxi Railway Station,Furniture,68260,4547,21,YCH,8 Bulim Ave,Malaysia,Malaysia,05-Feb-25,15-Feb-25,International,0.020616394157821894
411,Malaysia Airport,Wuxi Warehouse,Pharmaceuticals,25789,924,18,YCH,8 Bulim Ave,China,China,06-Feb-25,16-Feb-25,International,0.08063322656149147
412,Shanghai Warehouse,Shanghai Warehouse,Textiles,86908,4048,95,YCH,8 Bulim Ave,Singapore,Singapore,07-Feb-25,17-Feb-25,Domestic,0.03335042714700794
413,Malaysia Warehouse,Shanghai Port,Furniture,14689,3407,26,YCH,8 Bulim Ave,Malaysia,Malaysia,08-Feb-25,18-Feb-25,Domestic,0.0537946549449455
414,Malaysia Railway Station,Wuxi Railway Station,Electronics,62195,1116,21,YCH,8 Bulim Ave,Malaysia,Singapore,09-Feb-25,19-Feb-25,International,0.07259486673453988
415,Wuxi Airport,Shanghai Port,Furniture,43268,3618,11,YCH,8 Bulim Ave,China,Malaysia,10-Feb-25,20-Feb-25,International,0.015757525301469337
416,Wuxi Port,Singapore Railway Station,Textiles,40715,4038,88,YCH,8 Bulim Ave,Singapore,China,11-Feb-25,21-Feb-25,International,0.024709757300107507
417,Wuxi Railway Station,Singapore Port,Textiles,63050,3317,76,YCH,8 Bulim Ave,Malaysia,China,12-Feb-25,22-Feb-25,International,0.1374847928946083
418,Shanghai Airport,Wuxi Railway Station,Electronics,75138,814,6,YCH,8 Bulim Ave,Singapore,Singapore,13-Feb-25,23-Feb-25,International,0.018382008655605353
419,Shanghai Port,Shanghai Airport,Textiles,33569,1915,73,YCH,8 Bulim Ave,Singapore,China,14-Feb-25,24-Feb-25,International,0.12497912285341073
420,Malaysia Railway Station,Shanghai Airport,Furniture,46653,635,53,YCH,8 Bulim Ave,Singapore,China,15-Feb-25,25-Feb-25,Domestic,0.06483902238026719
421,Shanghai Warehouse,Shanghai Railway Station,Electronics,83955,1848,45,YCH,8 Bulim Ave,China,China,16-Feb-25,26-Feb-25,Domestic,0.01723846977688298
422,Shanghai Port,Shanghai Airport,Furniture,24277,2659,37,YCH,8 Bulim Ave,China,Singapore,17-Feb-25,27-Feb-25,Domestic,0.02759279924888869
423,Shanghai Airport,Singapore Railway Station,Pharmaceuticals,29592,4558,28,YCH,8 Bulim Ave,Malaysia,China,18-Feb-25,28-Feb-25,International,0.050153306324924034
424,Singapore Port,Singapore Railway Station,Electronics,85048,2233,16,YCH,8 Bulim Ave,China,Singapore,19-Feb-25,01-Mar-25,International,0.03138478210333265
425,Shanghai Airport,Malaysia Railway Station,Electronics,83892,1519,22,YCH,8 Bulim Ave,China,China,20-Feb-25,02-Mar-25,Domestic,0.13463675600783698
426,Malaysia Airport,Malaysia Warehouse,Pharmaceuticals,14856,645,91,YCH,8 Bulim Ave,China,China,21-Feb-25,03-Mar-25,Domestic,0.03034042949304664
427,Singapore Warehouse,Singapore Railway Station,Pharmaceuticals,51209,3410,93,YCH,8 Bulim Ave,China,Singapore,22-Feb-25,04-Mar-25,Domestic,0.06737592528174645
428,Shanghai Airport,Singapore Airport,Electronics,81499,2674,99,YCH,8 Bulim Ave,Singapore,Singapore,23-Feb-25,05-Mar-25,Domestic,0.12486677853618301
429,Malaysia Port,Shanghai Airport,Pharmaceuticals,77721,581,10,YCH,8 Bulim Ave,Malaysia,Malaysia,24-Feb-25,06-Mar-25,International,0.08409758937694896
430,Singapore Port,Shanghai Warehouse,Pharmaceuticals,37875,3263,38,YCH,8 Bulim Ave,China,China,25-Feb-25,07-Mar-25,Domestic,0.14252025891969716
431,Malaysia Railway Station,Singapore Railway Station,Pharmaceuticals,68848,1150,27,YCH,8 Bulim Ave,Malaysia,China,26-Feb-25,08-Mar-25,Domestic,0.06718976065851869
432,Singapore Port,Malaysia Airport,Electronics,55580,4737,61,YCH,8 Bulim Ave,Singapore,Malaysia,27-Feb-25,09-Mar-25,Domestic,0.08143657016375758
433,Malaysia Airport,Malaysia Warehouse,Furniture,43117,225,75,YCH,8 Bulim Ave,Malaysia,Singapore,28-Feb-25,10-Mar-25,Domestic,0.11569532313549692
434,Shanghai Port,Wuxi Port,Textiles,94225,2998,99,YCH,8 Bulim Ave,China,China,01-Mar-25,11-Mar-25,International,0.10770706714597314
435,Malaysia Airport,Wuxi Railway Station,Furniture,47855,4027,6,YCH,8 Bulim Ave,Malaysia,Malaysia,02-Mar-25,12-Mar-25,International,0.07719967042193822
436,Shanghai Railway Station,Malaysia Airport,Furniture,88460,1891,20,YCH,8 Bulim Ave,Malaysia,China,03-Mar-25,13-Mar-25,International,0.09716952084095776
437,Malaysia Railway Station,Malaysia Warehouse,Electronics,42974,128,89,YCH,8 Bulim Ave,Malaysia,Singapore,04-Mar-25,14-Mar-25,International,0.032650321143799774
438,Shanghai Airport,Shanghai Airport,Textiles,56155,3977,2,YCH,8 Bulim Ave,Malaysia,China,05-Mar-25,15-Mar-25,Domestic,0.06391806031840554
439,Singapore Airport,Singapore Warehouse,Textiles,15467,205,72,YCH,8 Bulim Ave,China,Singapore,06-Mar-25,16-Mar-25,International,0.13412985749716508
440,Malaysia Railway Station,Shanghai Warehouse,Furniture,67376,3254,9,YCH,8 Bulim Ave,Malaysia,Malaysia,07-Mar-25,17-Mar-25,Domestic,0.07869753819615835
441,Wuxi Railway Station,Shanghai Port,Textiles,32216,3304,63,YCH,8 Bulim Ave,China,China,08-Mar-25,18-Mar-25,Domestic,0.10373278779938236
442,Malaysia Port,Shanghai Railway Station,Pharmaceuticals,77834,4677,90,YCH,8 Bulim Ave,China,Singapore,09-Mar-25,19-Mar-25,International,0.09682089011622856
443,Malaysia Airport,Shanghai Airport,Textiles,42530,1839,51,YCH,8 Bulim Ave,Singapore,Singapore,10-Mar-25,20-Mar-25,International,0.026741162346348178
444,Shanghai Port,Malaysia Railway Station,Furniture,59483,232,6,YCH,8 Bulim Ave,Malaysia,Singapore,11-Mar-25,21-Mar-25,International,0.056658108401875476
445,Shanghai Railway Station,Malaysia Airport,Textiles,20830,3852,77,YCH,8 Bulim Ave,Singapore,Malaysia,12-Mar-25,22-Mar-25,International,0.05225795716701609
446,Singapore Port,Singapore Port,Furniture,41273,677,97,YCH,8 Bulim Ave,Malaysia,Malaysia,13-Mar-25,23-Mar-25,International,0.10254234970177287
447,Malaysia Warehouse,Singapore Warehouse,Textiles,93415,3710,27,YCH,8 Bulim Ave,China,China,14-Mar-25,24-Mar-25,Domestic,0.028947211559979216
448,Singapore Railway Station,Shanghai Port,Pharmaceuticals,11596,3154,13,YCH,8 Bulim Ave,China,Singapore,15-Mar-25,25-Mar-25,Domestic,0.015383384267868117
449,Singapore Railway Station,Wuxi Railway Station,Pharmaceuticals,67370,3623,36,YCH,8 Bulim Ave,Malaysia,Malaysia,16-Mar-25,26-Mar-25,Domestic,0.04090291851102807
450,Wuxi Warehouse,Singapore Airport,Textiles,56766,1386,9,YCH,8 Bulim Ave,Singapore,Malaysia,17-Mar-25,27-Mar-25,International,0.11678094638846621
451,Malaysia Airport,Singapore Port,Electronics,24436,1479,22,YCH,8 Bulim Ave,Malaysia,Malaysia,18-Mar-25,28-Mar-25,International,0.0723838463419556
452,Malaysia Port,Shanghai Warehouse,Pharmaceuticals,74454,2400,31,YCH,8 Bulim Ave,China,China,19-Mar-25,29-Mar-25,International,0.11112259015515077
453,Wuxi Airport,Shanghai Railway Station,Pharmaceuticals,68232,140,22,YCH,8 Bulim Ave,China,Singapore,20-Mar-25,30-Mar-25,Domestic,0.11165752434430992
454,Singapore Airport,Shanghai Port,Electronics,55759,2086,55,YCH,8 Bulim Ave,Malaysia,Malaysia,21-Mar-25,31-Mar-25,International,0.02572572107690515
455,Singapore Warehouse,Shanghai Airport,Furniture,85037,2004,77,YCH,8 Bulim Ave,Singapore,China,22-Mar-25,01-Apr-25,International,0.056678480597962023
456,Shanghai Railway Station,Singapore Port,Electronics,60512,573,13,YCH,8 Bulim Ave,Malaysia,China,23-Mar-25,02-Apr-25,Domestic,0.13978541003738496
457,Wuxi Port,Wuxi Airport,Electronics,96148,1266,13,YCH,8 Bulim Ave,China,Malaysia,24-Mar-25,03-Apr-25,Domestic,0.09246548393243831
458,Malaysia Port,Singapore Airport,Electronics,88374,4157,8,YCH,8 Bulim Ave,China,Singapore,25-Mar-25,04-Apr-25,International,0.1410657666297152
459,Shanghai Railway Station,Malaysia Railway Station,Textiles,62668,834,44,YCH,8 Bulim Ave,Singapore,Malaysia,26-Mar-25,05-Apr-25,Domestic,0.01330763272692161
460,Malaysia Warehouse,Singapore Airport,Electronics,81226,1612,61,YCH,8 Bulim Ave,Malaysia,Singapore,27-Mar-25,06-Apr-25,International,0.09972954756108769
461,Shanghai Port,Singapore Port,Electronics,30541,2746,22,YCH,8 Bulim Ave,Malaysia,China,28-Mar-25,07-Apr-25,Domestic,0.04068784144003789
462,Shanghai Railway Station,Wuxi Port,Pharmaceuticals,42222,265,4,YCH,8 Bulim Ave,Singapore,Malaysia,29-Mar-25,08-Apr-25,International,0.14282992053275265
463,Singapore Airport,Shanghai Port,Furniture,50163,3658,42,YCH,8 Bulim Ave,Singapore,Singapore,30-Mar-25,09-Apr-25,Domestic,0.03657258310274323
464,Wuxi Port,Shanghai Port,Textiles,88747,4728,28,YCH,8 Bulim Ave,China,Singapore,31-Mar-25,10-Apr-25,International,0.09833719264140711
465,Wuxi Warehouse,Shanghai Port,Pharmaceuticals,22084,2429,62,YCH,8 Bulim Ave,Singapore,Malaysia,01-Apr-25,11-Apr-25,International,0.017913292713991252
466,Shanghai Railway Station,Malaysia Railway Station,Textiles,98821,391,21,YCH,8 Bulim Ave,Singapore,Malaysia,02-Apr-25,12-Apr-25,Domestic,0.0368058826104718
467,Shanghai Airport,Shanghai Railway Station,Textiles,5903,2606,10,YCH,8 Bulim Ave,Malaysia,Malaysia,03-Apr-25,13-Apr-25,International,0.10445032730579845
468,Shanghai Port,Singapore Airport,Electronics,67551,2880,4,YCH,8 Bulim Ave,Malaysia,Singapore,04-Apr-25,14-Apr-25,Domestic,0.053931979852768305
469,Wuxi Airport,Shanghai Airport,Electronics,87774,1226,43,YCH,8 Bulim Ave,China,Singapore,05-Apr-25,15-Apr-25,International,0.03369733880506138
470,Malaysia Warehouse,Shanghai Railway Station,Furniture,64647,592,68,YCH,8 Bulim Ave,China,Malaysia,06-Apr-25,16-Apr-25,Domestic,0.12222868871017252
471,Shanghai Railway Station,Shanghai Warehouse,Pharmaceuticals,58020,3485,68,YCH,8 Bulim Ave,Malaysia,Malaysia,07-Apr-25,17-Apr-25,International,0.08254638744368936
472,Wuxi Port,Malaysia Warehouse,Electronics,93806,3089,98,YCH,8 Bulim Ave,China,Singapore,08-Apr-25,18-Apr-25,Domestic,0.026449519029662777
473,Wuxi Airport,Singapore Warehouse,Pharmaceuticals,20340,1597,60,YCH,8 Bulim Ave,Malaysia,China,09-Apr-25,19-Apr-25,International,0.07759092337785388
474,Wuxi Railway Station,Shanghai Port,Electronics,88196,1981,19,YCH,8 Bulim Ave,China,China,10-Apr-25,20-Apr-25,International,0.030148504902202486
475,Malaysia Port,Malaysia Port,Electronics,98539,142,77,YCH,8 Bulim Ave,China,China,11-Apr-25,21-Apr-25,International,0.012725629486727858
476,Wuxi Airport,Shanghai Port,Electronics,65221,2632,88,YCH,8 Bulim Ave,Singapore,China,12-Apr-25,22-Apr-25,International,0.0439448614531415
477,Malaysia Railway Station,Singapore Warehouse,Furniture,91478,3728,4,YCH,8 Bulim Ave,China,China,13-Apr-25,23-Apr-25,Domestic,0.14337941000494078
478,Singapore Warehouse,Shanghai Airport,Textiles,83794,3676,44,YCH,8 Bulim Ave,Singapore,China,14-Apr-25,24-Apr-25,International,0.09305340389806178
479,Singapore Railway Station,Wuxi Airport,Furniture,28630,3813,22,YCH,8 Bulim Ave,Malaysia,Singapore,15-Apr-25,25-Apr-25,International,0.13946695537023873
480,Wuxi Warehouse,Malaysia Railway Station,Furniture,39002,3675,67,YCH,8 Bulim Ave,Malaysia,Singapore,16-Apr-25,26-Apr-25,International,0.12284254811906743
481,Malaysia Railway Station,Shanghai Railway Station,Furniture,71480,4214,23,YCH,8 Bulim Ave,Malaysia,Singapore,17-Apr-25,27-Apr-25,International,0.050395308709523516
482,Malaysia Port,Malaysia Railway Station,Textiles,38197,4194,88,YCH,8 Bulim Ave,Singapore,Malaysia,18-Apr-25,28-Apr-25,Domestic,0.0987278549176767
483,Singapore Warehouse,Singapore Airport,Electronics,80331,700,76,YCH,8 Bulim Ave,Singapore,Malaysia,19-Apr-25,29-Apr-25,Domestic,0.013203363442466282
484,Wuxi Port,Malaysia Port,Electronics,71385,1311,60,YCH,8 Bulim Ave,China,Malaysia,20-Apr-25,30-Apr-25,International,0.1260861286979643
